rank,startup,startup_logo,sr_score,description,location,
567,Greenhouse,https://files.startupranking.com/startup/thumb/177_08b3c71f8102fa47e64b78204ab62eabad204851_greenhouse_s.png,78300,"Simple and secure continuous integration for mobile apps.
                         -                                         Greenhouse - Modern, smart recruiting platform.

G ...",United States,
568,BabyList,https://files.startupranking.com/startup/thumb/113_cdb37984be48962fbb7c929ff44fc68eddf3ab42_babylist_s.png,78294,"Babylist is an online universal baby registry that enables parents discover, request and buy products for newborns.
                         -                                         BabyList is your Baby Registry Anywhere. Add items ...",United States,
569,Uniplaces,https://files.startupranking.com/startup/thumb/1694_24a06cd45133b0412d462b9dd1140b293b9c792b_uniplaces_s.png,78292,"Uniplaces is creating a trusted, global brand for student accommodation. We believe in empowering student mobility.
                         -                                         Uniplaces is the safe and easy way to rent your ne ...",Portugal,
570,Fix The Photo,https://files.startupranking.com/startup/thumb/69484_05b84a5b0e12949f820043b7e500a310c6754e77_fix-the-photo_s.jpg,78288,"Online photo retouching services
                         -                                         Photo editing company provides quick digital retou ...",United States,
571,Rezdy,https://files.startupranking.com/startup/thumb/25764_70156d265d29ac4a9d8c92865435b66151f8f285_rezdy_s.jpeg,78279,"Rezdy is an activity online reservation software.
                         -                                         Marketplace for tours and activities.

Empowering  ...",Australia,
572,StarOfService,https://files.startupranking.com/startup/thumb/37931_d9718fab2f8504f77c3bf202934665a256fac0c5_starofservice_s.png,78274,"A new way to buy services
                         -                                         StarOfService is an online marketplace that connec ...",France,
573,SocialPilot,https://files.startupranking.com/startup/thumb/19010_5a3e0117d25622848ba678035698d41cf4983706_socialpilot_s.png,78259,SocialPilot - Easily Schedule Posts Across Multiple Social Media accounts. Automate Your Social Medi ...,United States,
574,Nurserylive,https://files.startupranking.com/startup/thumb/33896_d64f2fb96abdb155854b9b075846a9a8ba7cc93e_nurserylive_s.jpg,78257,"A platform for your all gardening needs
                         -                                         I am Nandu Singh on a mission to transform India's ...",India,
575,Codepolitan,https://files.startupranking.com/startup/thumb/24471_74eecacf22614aefb17dfd382b55f7744cdb3e2e_codepolitan_s.png,78249,"News and update about Programming technology, Developers Events, Daily life of Programmers, Comics a ...",Indonesia,
576,POPxo.com,https://files.startupranking.com/startup/thumb/26023_70ac07cba46619a1313e38a84b63172a9d89ef03_popxo-com_s.png,78243,"POPxo is India's online community for women that deals everything from fashion, beauty, lifestyle, work, and etc.
                         -                                         India's largest digital media platform for women.  ...",India,
577,SE Ranking,https://files.startupranking.com/startup/thumb/19941_626c78a3feff60a1c3213ab8908d9d3e6c351b4c_se-ranking_s.jpeg,78230,"SE Ranking is a cloud-based platform for SEO and online marketing professionals that provides a complete set of SEO tools.
                         -                                         SE Ranking is one of that valuable and multifuncti ...",United Kingdom,
578,TimeCamp,https://files.startupranking.com/startup/thumb/27635_fd9ec464fe0f2c13afaf2178f0963b947a8eae93_timecamp_s.png,78226,"Projects, organized
                         -                                         TimeCamp mobile app for Android and iOS.

Log yo ...",United States,
579,TrackingMore,https://files.startupranking.com/startup/thumb/552834_75fc06aea605a8efa64bc5beea1d201f01fe2389_trackingmore_s.jpeg,78221,"A shipment tracking platform for online retailers.
                         -                                         TrackingMore is a shipment tracking platform for o ...",China,
580,Flexport,https://files.startupranking.com/startup/thumb/24515_a6893786dfd46938b0913668bb18cc85cc323749_flexport_s.png,78210,"The freight forwarder for modern logistics teams.
                         -                                         Flexport is a full-service global freight forwarde ...",United States,
581,YouScribe,https://files.startupranking.com/startup/thumb/8961_be6e19c56fa2f4ede378313ff0cbd6d0e203d934_youscribe_s.png,78205,"YouScribe is a community platform for sharing and selling digital publications in France.
                         -                                         YouScribe - Publiez, lisez, partagez, vendez sur Y ...",France,
582,Pure Chat,https://files.startupranking.com/startup/thumb/20398_cb59da040d271315e48979dc8b90b5e9a76254b6_pure-chat_s.png,78194,"Pure Chat - Simple website chat for small businesses

Pure Chat is the best live chat and visitor tr ...",United States,
583,Webkul,https://files.startupranking.com/startup/thumb/18554_332595fdafe80afafac864822b38246933a14371_webkul-software_s.png,78189,"WebKul is a design and development company working on e-commerce and ERP.
                         -                                         Webkul is the largest selling marketplace  for sel ...",India,
584,Seedrs,https://files.startupranking.com/startup/thumb/28320_9e3bdbf534c8d9272addd040af2e11ec96c0c14d_seedrs_s.png,78185,"Seedrs is a UK-based equity crowdfunding platform that lets anyone invest in startups.
                         -                                         Invest in businesses you believe in. Seedrs is aut ...",United Kingdom,
585,IndianMoney.com,https://files.startupranking.com/startup/thumb/34457_7b9a2b530f37c69824eada4092543b883170178d_indianmoney-com_s.jpg,78180,"Financial Advice : Life, Health, Auto Insurance
                         -                                         Why does India need IndianMoney.com?
India needs  ...",India,
586,Kickresume,https://files.startupranking.com/startup/thumb/23932_0aaf2733d222c820b4396a7dcd68fe75e1f4eb2d_kickresume_s.png,78173,"World's most advanced resume builder
                         -                                         Kickresume helped more than 300 000 people to crea ...",Slovakia,
587,DeporVillage,https://files.startupranking.com/startup/thumb/2680_1faf7084208e0b52e5a5e4cc391646f3057858dd_deporvillage_s.jpg,78167,"Deporvillage is an online sports retailer specialized in cycling, running and outdoor
                         -                                         Deporvillage es una tienda de deportes online de 1 ...",Spain,
588,Paddle,https://files.startupranking.com/startup/thumb/11432_a22fab89ed802d3524e4a4b0b1983229401eb8cb_paddle_s.png,78155,"The better way to sell software
                         -                                         Our mission is to help software businesses succeed ...",United Kingdom,
589,What3words,https://files.startupranking.com/startup/thumb/22117_438142040518782d8e9b2d2289149a2856b2bbb7_what3words_s.png,78153,"What3words is an online platform that consists of a global grid which provides its users with fixed 3 word addresses.
                         -                                         Our algorithm is a geocoder that turns latitude, l ...",United Kingdom,
590,Vidooly,https://files.startupranking.com/startup/thumb/551743_26a08b305f7ff98737d79f067aacad00b89133fc_vidooly-media-tech_s.jpeg,78142,"Online Video Analytics
                         -                                         Vidooly is a video intelligence software product c ...",India,
591,Ikyu,https://files.startupranking.com/startup/thumb/2134_5997af7ff377598bbe93ad61b38447007d9d2744_ikyu_s.jpg,78140,"Ikyu is an online travel and restaurant reservation platform in Japan
                         -                                         Ikyu - 上質な時間をリーズナブルな価格でお届けする一休.comの公式アカウントです。心に贅沢を ...",Japan,
592,player.me,https://files.startupranking.com/startup/thumb/13082_d5bf4d2e588873ef404bbff6c601fff95b08ce24_player-me_s.png,78138,"Show off your gaming skills
                         -                                         player.me is the about.me and LinkedIn for gamers. ...",United States,
593,OneClass,https://files.startupranking.com/startup/thumb/13310_867f6f96a57fda0fc9259f530455aacb746c960d_oneclass_s.png,78137,"OneClass builds the largest library of educational content for university students.
                         -                                         OneClass - The education startup provides a collab ...",Canada,
594,Groove,https://files.startupranking.com/startup/thumb/6641_5bd9cbce5878051ef810402be5121bffc62eea6b_groove_s.png,78128,"Elegant Help Desk Software
                         -                                         Groove - Simple Ticketing and Knowledge Base Softw ...",United States,
595,Frank and Oak,https://files.startupranking.com/startup/thumb/6330_6889f751f26b26f3486d125889a047a32269b2c0_frank-and-oak_s.jpg,78120,Frank and Oak - It is a vertically integrated online menswear brand with premium threads and a simpl ...,Canada,
596,Smartsupp,https://files.startupranking.com/startup/thumb/23452_90473c29b74231cae2eb84625a2748a5e6da0c83_smartsupp_s.jpeg,78113,"Look at your website through your customer's eyes. Visitor recording tool that allows you to truly understand behavior of your customers.
                         -                                         ""Your customers are browsing your website right no ...",United States,
597,PandaDoc,https://files.startupranking.com/startup/thumb/12616_badcb896f72ec9065fafea9a7ade1f10f3518852_pandadoc_s.png,78109,"Send, receive, and sign documents like a pro
                         -                                         PandaDoc is a web and mobile app to send, sign, an ...",Russia,
598,Anywayanyday,https://files.startupranking.com/startup/thumb/5046_7e35d7627c7d6ff679d7a09e838f6486ea5bbd79_anywayanyday_s.jpg,78080,"Anywayanyday is an online service for purchasing and booking airline tickets.
                         -                                         Anywayanyday - Online-service for air ticket purch ...",Russia,
599,Keyhole,https://files.startupranking.com/startup/thumb/32223_8f088d29fd8a89a1d18c63ff4ae10511f369c07d_keyhole_s.png,78076,"Real-time hashtag analytics
                         -                                         Top-ranked hashtag analytics solution on Google.

 ...",Canada,
600,Jurnal,https://files.startupranking.com/startup/thumb/56899_f8e6501ef3968b1e0059a52b795a81cb93d6b88c_jurnal_s.jpeg,78053,"#1 Simple Online Accounting Software
                         -                                         Jurnal adalah layanan software pembukuan online ya ...",Indonesia,
601,POWr,https://files.startupranking.com/startup/thumb/26938_1aec7b21a7c9f29c95d60b4a6313335d5382a0e4_powr_s.png,78045,"A suite of easy-to-use online tools to power any small business
                         -                                         POWr is a toolkit of core website components that  ...",United States,
602,TopRankers,https://files.startupranking.com/startup/thumb/30576_fa1dee342bc19b3987553aed619433deac540801_toprankers_s.jpg,78019,"Free online mock test
                         -                                         If you are looking forward to secure a seat in top ...",India,
603,StudioBinder,https://files.startupranking.com/startup/thumb/29314_efbb2f2ca870b9f43933f3f0a776ace1ae098bfc_studiobinder_s.png,78012,"Production Management Made Modern
                         -                                         SEND PERSONALIZED CALL SHEETS • SHARE DOCUMENTS •  ...",United States,
604,Maajim,https://files.startupranking.com/startup/thumb/539810_2f4d2e785119f136bea43a42bc1af13ca8438fc7_maajim_s.png,78011,"Online arabic dictionary
                         -                                         موقع معاجم اللغة،أول موقع إلكتروني لغوي، يحتوي على ...",Morocco,
605,GoPaisa,https://files.startupranking.com/startup/thumb/4319_42e043475b9ad9f27a17e524b662d34077a25fb0_gopaisa_s.jpg,78007,"Gopaisa is Cashback online shopping site
                         -                                         Gopaisa a coupons and cashback website. Gives you  ...",India,
606,TickPick,https://files.startupranking.com/startup/thumb/6390_986d15b0385488c8260c47e3aa22d69503fbb0f1_tickpick_s.jpg,77998,"Simplifying Ticket Purchasing
                         -                                         TickPick is an innovative ticket marketplace to bu ...",United States,
607,Duunitori,https://files.startupranking.com/startup/thumb/11190_6ccc7eea40b1fc4540681eb73e5dc3fbcbdd3999_duunitori_s.png,77992,"Duunitori is a Finnish job board, recruiting media and job ad network.
                         -                                         Duunitori is a new generation job search engine an ...",Finland,
608,Theory and Practice,https://files.startupranking.com/startup/thumb/8921_6a3b2c4f9ac2a97525fe762d27590fae3befcbaf_theory-and-practice_s.png,77991,"Theory and Practice is a platform for the exchange of knowledge where seek and share knowledge.
                         -                                         Theory and Practice - A platform for knowledge sha ...",Russia,
609,Planeta Huerto,https://files.startupranking.com/startup/thumb/9637_d99082c0dd4d9705b40582af315e1911f8d827d6_planeta-huerto_s.jpeg,77988,"PlanetaHuerto is an online provider of over 20,000 gardening products.
                         -                                         Planeta Huerto - Tienda Online sobre Jardín, Brico ...",Spain,
610,Affise,https://files.startupranking.com/startup/thumb/73206_a51c390e4cdd76d9004c296e34a0be9ba3d45a09_affise_s.png,77969,"Run CPA smarter without paying for clicks
                         -                                         Affise is a performance marketing solution designe ...",Lithuania,
611,Promo.com,https://files.startupranking.com/startup/thumb/10586_0fc7d79ef913dbdc7bc4df3544c8d2d2312b93d2_promo-com_s.png,77959,"Promo.com is the #1 video creation platform
                         -                                         Promo.com is the #1 video creation platform for bu ...",Israel,
612,Reservamos,https://files.startupranking.com/startup/thumb/37909_717d78ce019b8ad350abffebed14411611e8a651_reservamos-mx_s.jpg,77958,"Busca y compara autobus, avión y ride para llegar
                         -                                         Te ofrecemos la mayor selección de rutas en todo e ...",Mexico,
613,Pricena,https://files.startupranking.com/startup/thumb/20846_67e18f6869e2413e9697984ead42cb49c2e2a6b8_pricena_s.png,77946,"pricena offers an online platform that enables its users to compare prices of electronic devices, home appliances, apparel, and more.
                         -                                         Pricena - The Middle East's leading online shoppin ...",United Arab Emirates,
614,SoftwareSuggest,https://files.startupranking.com/startup/thumb/15005_0de50b18793b96fc51fd12b781c66ddbf607a9d5_softwaresuggest_s.png,77942,"SoftwareSuggest.com a Business Software Discovery Platform
                         -                                         Software Suggest, helps Indian Businesses, Organiz ...",India,
615,Hudson Yards,https://files.startupranking.com/startup/thumb/34308_c8c270dc629209230e6a418b11a719d70ed428df_hudson-yards_s.jpg,77938,"Hudson Yards Residential Apartment
                         -                                         Hudson Yards is the largest private real estate de ...",United States,
616,Shoptagr,https://files.startupranking.com/startup/thumb/13548_46dc627f1367edfc1d89650d64f7844f47cdb394_shoptagr_s.jpg,77928,"Never miss a sale on items you love!
                         -                                         Shoptagr is a sophisticated shopping tool which al ...",United Kingdom,
617,Nimble,https://files.startupranking.com/startup/thumb/208_d920368d0793c8ac38692489dbd498ff30a3f497_nimble_s.jpg,77896,"Nimble is a Web and SaaS-based platform providing small businesses with high-end CRM systems combined with social media.
                         -                                         Nimble combines the best of high-end CRM, social m ...",United States,
618,MenosFios,https://files.startupranking.com/startup/thumb/57758_6c35665d2b00e30f2f9a1a2ad9a0b5726bb637b6_menosfios_s.png,77890,"Mais Angola, Mais Tecnologia
                         -                                         O melhor site de notícias de Angola sobre tecnolog ...",Angola,
619,WebEngage,https://files.startupranking.com/startup/thumb/1245_d9c8688821ff7acb077585d000386e675dc4a4fa_webengage_s.png,77878,"WebEngage is a marketing automation software that helps B2C companies drive more revenues from their existing customers and anonymous users.
                         -                                         Push Notifications, In-site Targeted Surveys & Cus ...",India,
620,Privy.com,https://files.startupranking.com/startup/thumb/26163_6cf460f7234d955216680811201af19cb3f7765d_privy-com_s.png,77858,"Privy's email list growth platform enables retail marketers to rapidly grow their lists and track online or offline sales.
                         -                                         Privy's website popup and mobile landing page tool ...",United States,
621,AccessTrade,https://files.startupranking.com/startup/thumb/11027_f22ecaae4ed17a4bce15de882c9019a94fd365c0_accesstrade_s.png,77838,"AccessTrade is an online affiliate marketing platform that connects publishers and advertisers.

ACC ...",Indonesia,
622,Mobly,https://files.startupranking.com/startup/thumb/4768_5ecc64415bb77cc79b0d1797d84c6e54e8594d35_mobly_s.jpg,77827,"Mobly is a Brazil-based e-commerce platform selling home furnishings, garden and leisure equipment, and electrical items.
                         -                                         A Mobly disponibiliza para você o maior acervo de  ...",Brazil,
623,Rollbar,https://files.startupranking.com/startup/thumb/21054_df10863336ac7173b8662accc22ecf1b4bd0e5ee_rollbar_s.png,77819,"Easy and powerful error monitoring and debugging for developers
                         -                                         Rollbar is a full-stack error monitoring platform. ...",United States,
624,Kalibrr,https://files.startupranking.com/startup/thumb/701_ef29963bf63c3bd610607006509a9ee647339394_kalibrr_s.png,77802,"The Khan Academy for Jobs
                         -                                         Kalibrr is a learning website where you can pre-qu ...",Philippines,
625,KWFinder,https://files.startupranking.com/startup/thumb/28082_35413a37d44bd86cdb76872c8a5498335ea5eb7a_kwfinder_s.png,77799,"KW Finder is your premier keyword research tool, try it out for free!
                         -                                         Find hundreds of hidden keywords with low SEO diff ...",Slovakia,
626,TransferGo,https://files.startupranking.com/startup/thumb/11635_fe93b7f3572c39be8b7b397339a54ebdadf6daf2_transfergo_s.png,77772,"Digital international money transfers for migrants and businesses.
                         -                                         TransferGo enables money transfers across Europe.  ...",Lithuania,
627,Jitbit,https://files.startupranking.com/startup/thumb/550199_0bd19a4ed67eccc840da7ea6f9d9b21c7969f9ff_jitbit_s.png,77761,"Help Desk Software and Ticketing System
                         -                                         Deliver awesome support to your customers. Jitbit  ...",United Kingdom,
628,UploadFiles.io,https://files.startupranking.com/startup/thumb/29786_7d050b6194b43549f6e032810c8d4e48e89b033c_uploadfiles-io_s.png,77756,"Upload files, for free, securely, anonymously.
                         -                                         UploadFiles.io is a completely free file sharing s ...",United Kingdom,
629,AIDA64,https://files.startupranking.com/startup/thumb/4805_235111e288ae60cd8a8838de2a4cd691c4cac6aa_aida64_s.jpg,77741,"AIDA64 - Industry leading system diagnostics and benchmarking solution for enthusiasts PC users, bas ...",Hungary,
630,DocSend,https://files.startupranking.com/startup/thumb/18223_08028dac55080b248ef75f431358585a4d86d879_docsend_s.png,77718,"Analytics for documents you send
                         -                                         DocSend makes business communication with document ...",United States,
631,ProntoPro,https://files.startupranking.com/startup/thumb/38880_2af554f43fad4d43c2be5d38a69f23089c0cce0b_prontopro_s.jpg,77706,"Preventivi personalizzati, gratis, in poche ore
                         -                                         Piattaforma che mette in contatto domanda e offert ...",Italy,
632,Waploaded,https://files.startupranking.com/startup/thumb/552366_d20380363e0c40749796eed1b7af4bf48492ba0a_waploaded_s.jpg,77704,"Entertainment updates everyday
                         -                                         Waploaded is fast becoming a global name which is  ...",Nigeria,
633,TradeGecko,https://files.startupranking.com/startup/thumb/3779_374ed9b34ce38517a44012c710f4a8a17857b3eb_tradegecko_s.png,77698,"TradeGecko is an inventory and order management platform for modern wholesale merchants
                         -                                         TradeGecko - Beautiful cloud based inventory and o ...",Singapore,
634,WeMakeScholars,https://files.startupranking.com/startup/thumb/21122_326ac0a161ac9b4c04d68c6808e08e46aa1f6148_wemakescholars_s.jpeg,77684,"WeMakeScholars provides personalized guidance to study abroad aspirants using AI.
                         -                                         WeMakeScholars - An ultimate guide for aspiring sc ...",India,
635,Homestay.com,https://files.startupranking.com/startup/thumb/18900_9ee37b5bd7c6d6c5b3ba30041b947948d73c5a1d_homestay-com_s.png,77683,"Homestay accommodation connects guests with live-in hosts who open their homes to travelers.
                         -                                         Homestay.com - Book accommodation in a local perso ...",Ireland,
637,Eduonix,https://files.startupranking.com/startup/thumb/26980_36cfc819bf40e7069f43b42464285b243b73fabb_eduonix_s.png,77667,"An e-Library to Learn, Grow and Succeed.
                         -                                         Eduonix learning Solutions is the premier training ...",India,
636,Pratilipi,https://files.startupranking.com/startup/thumb/22911_310d061ca1c24bd104ab5eacc55c0515063ff6b7_pratilipi_s.jpeg,77667,"Amazon's Kindle Direct Publishing for Indian Languages
                         -                                         Pratilipi - A two sided marketplace that acts as a ...",India,
638,Peek,https://files.startupranking.com/startup/thumb/2026_3599e39a470d34a8367e3882e3322d691617d3bb_peek_s.jpg,77659,"Peek is a smarter way to find connections with people at an event.
                         -                                         Peek is a one-stop shop for travelers and locals t ...",United States,
639,Mailbird,https://files.startupranking.com/startup/thumb/9919_251e9ddfe337ea65587c895d639ca15d13cb43c4_mailbird_s.jpg,77657,"The Best Email Client For Windows 10
                         -                                         Mailbird makes it easy to manage all your email ac ...",Indonesia,
640,My Book 4u إليك كتابي,https://files.startupranking.com/startup/thumb/17306_36b376568d9c1203ce130d2a9b59bdc6ca72b873_my-book-4u-lyk-ktby_s.jpeg,77654,"My Book 4u إليك كتابي - The first site in the Arab download books and read them online - 
الموقع ال ...",Egypt,
641,Jobinja,https://files.startupranking.com/startup/thumb/34075_13c2b09f8cf58ca84cf98649a812e29730c15911_jobinja_s.png,77646,"Providing innovative recruiting solutions in Iran
                         -                                         Jobinja provides innovative recruiting solutions f ...",Iran,
642,Wideo.co,https://files.startupranking.com/startup/thumb/39_bac19da458fe33acb0b395cb91fcd4674698df95_wideo-co_s.png,77644,"Provides a simple and intuitive tool that enables people without previous knowledge or training to create quality online videos.
                         -                                         Wideo is an animated online video creation platfor ...",Argentina,
643,Pix4D,https://files.startupranking.com/startup/thumb/3301_c96feaec13f2f7a1f9cea5f6b4446002f45a41a1_pix4d_s.png,77641,"Pix4D offers a software package that converts standard pictures into professional geo-referenced images and 3D models.
                         -                                         Pix4D is your solution to convert thousands of aer ...",Switzerland,
644,XtGem,https://files.startupranking.com/startup/thumb/4629_b495c5cf1606eab04343d2f66fa5b8789bb7e03e_xtgem_s.jpg,77639,"Content Network in South East Asia (and mobile website platform)
                         -                                         XtGem - Visual mobile site building tool, allowing ...",Lithuania,
645,MetroDeal,https://files.startupranking.com/startup/thumb/627_111f8436aeca9e3bd18a5f23bfad7021a6871108_metrodeal_s.png,77636,"Metrodeal
                         -                                         MetroDeal is the #1 Online Shopping Mall in the Ph ...",Philippines,
646,Mojo,https://files.startupranking.com/startup/thumb/17498_58508513c21f6b92ea7dc5574420e75d72fe88e7_mojo_s.jpg,77634,"Save for your future, effortlessly
                         -                                         Mojo helps you save money by taking $2 from your a ...",United States,
647,NewsBytesApp,https://files.startupranking.com/startup/thumb/71958_5799360f7ed3d7283179f9d146e453225ff25b37_newsbytesapp_s.png,77629,"Because every news has a story
                         -                                         NewsBytes is India’s first explanatory journalism  ...",India,
648,BlaBlaCar,https://files.startupranking.com/startup/thumb/22855_a1b5931c1bc0365eb2e2fb0e09bee3e5979dac58_blablacar_s.png,77626,"BlaBlaCar is a long distance carpooling platform that connects drivers with empty seats and passengers to share travel costs.
                         -                                         BlaBlaCar is the world's leading ridesharing servi ...",France,
649,Publitas,https://files.startupranking.com/startup/thumb/308_8c53a3fd5f8e4ea9188139301f1586afc6e8bce7_publitas_s.png,77614,"Publitas helps you inspire shoppers by publishing your catalogs online. Used by over 800 leading retailers such as Williams-Sonoma.
                         -                                         Publitas is a web app that helps retailers create  ...",Netherlands,
650,ShopBack,https://files.startupranking.com/startup/thumb/36568_fa0fa08089dc9b57f61c3c3efd001afa8f7f1ba4_shopback_s.jpg,77604,"Belanja Cermat & Hemat? ShopBack-in Aja!
                         -                                         ShopBack merupakan situs dimana kamu bisa mencari  ...",Indonesia,
651,Primer Empleo,https://files.startupranking.com/startup/thumb/26695_6fafad530e7e49e7ddff1a13f58c8e7015b0d41b_primer-empleo_s.png,77598,"PrimerEmpleo.com is a leading provider of information, advice and career opportunities to students a ...",Spain,
652,Shafa,https://files.startupranking.com/startup/thumb/24674_30a96511461bc76edffe7998c1a57a4ceaad51ca_shafa_s.png,77589,"Best place to sell and buy women branded clothes with huge discounts
                         -                                         Shafa - Marketplace for vintage women clothing.",Ukraine,
654,APK-DL,https://files.startupranking.com/startup/thumb/544930_763756ce227e3acf93f10040685f48937a027c76_apk-dl_s.jpg,77586,"Download Android APK Packages.
                         -                                         Download Android APK Packages.",India,
653,VentureSquare,https://files.startupranking.com/startup/thumb/25578_97de56535de757f4accf4eb877c1b5007591e11e_venturesquare_s.png,77586,"VentureSquare is a Korean startup accelerator that provides the latest news, trends, and analysis of Korean startups.
                         -                                         VentureSquare is the leading technology-focused me ...",South Korea,
655,Kmong,https://files.startupranking.com/startup/thumb/3921_5a4060270e441e10cbaabf7dc52047bd1504eeb3_kmong_s.jpg,77580,"Kmong is a Korean online talent market enabling individuals to sell and buy services in design, business, computing, music, and more.
                         -                                         "" 대한민국 1등 재능마켓 '크몽",South Korea,
656,Qustodio,https://files.startupranking.com/startup/thumb/24141_396c246b1cb88aca8c0cfcc6456f32a942c84fac_qustodio_s.png,77578,"Qustodio makes internet safety and device usage monitoring simple for families, schools and businesses worldwide.
                         -                                         The Internet’s best parental control software.
Pr ...",Spain,
657,PegiPegi,https://files.startupranking.com/startup/thumb/19666_01d44f2b6650b2f92ece413ab7af40668c7c0348_pegipegi_s.jpeg,77576,"PegiPegi - Now Traveling is Easy - Booking Hotel & Tiket Pesawat.

Pegipegi adalah salah satu Biro A ...",Indonesia,
658,Now Novel,https://files.startupranking.com/startup/thumb/20372_312983dd30277fe35c79fe9bcfd3fbbcbc15cc39_now-novel_s.png,77570,"Now Novel is an online course that helps people to finally write that novel they want to write.
                         -                                         Now Novel is an online novel writing course, focus ...",South Africa,
659,Torob,https://files.startupranking.com/startup/thumb/37355_bae36aab15940ab9ffd1de5592c010da75f26569_torob_s.png,77563,"Find best price
                         -                                         The largest Iranian price comparison and shopping  ...",Iran,
660,Tricae,https://files.startupranking.com/startup/thumb/7943_5b42abac7cf8ecb9090552aede1f3a6bc97189af_tricae_s.jpg,77556,"Tricae is an online shop for children's toys and fashion.
                         -                                         Tricae is a Brazilian e-commerce that best underst ...",Brazil,
661,Mettl,https://files.startupranking.com/startup/thumb/6170_f74bec306f7f83cf66d86321cbd3faf9b7eb50d4_mettl_s.jpeg,77533,"Mettl is an online assessment platform providing solutions to track and measure technical, aptitude and psychometric skills.
                         -                                         Mettl is an online assessment tool to measure, ana ...",India,
662,Branch Metrics,https://files.startupranking.com/startup/thumb/26248_032ca7083a6b27e5907d2678c397a8d7012937bb_branch-metrics_s.png,77512,"Branch helps companies drive seamless mobile experiences through its linking infrastructure powering thousands of today's top brands.
                         -                                         Branch provides a universal deep link that works a ...",United States,
663,SearchLock,https://files.startupranking.com/startup/thumb/552219_fae57d75375b00518d5a2d271a731906fc7abb33_searchlock_s.png,77508,SearchLock is a privacy-friendly search engine that prevents the tracking of your personal searches  ...,United States,
664,Bugsnag,https://files.startupranking.com/startup/thumb/1044_56657a9ef6d00798c29950c3451353c65a4f1339_bugsnag_s.jpg,77501,"Bugsnag provides an automated crash detection platform for web and mobile applications.
                         -                                         Bugsnag (bugsnag.com) automatically detects errors ...",United States,
665,Sumopaint,https://files.startupranking.com/startup/thumb/413_5dd5188dd08a6248b9da1b0e59179f30f12ce0ca_sumopaint_s.jpg,77489,"Sumopaint - The funkiest image editing and drawing app for your Desktop and iPad! For Free!

The fun ...",Finland,
666,Ikman.lk,https://files.startupranking.com/startup/thumb/26598_d9c264290703cd9656e4c6fc608d540febe3d4bd_ikman_s.png,77487,"Ikman - The largest marketplace in Sri Lanka - Classifieds Website.

Welcome to ikman.lk (ඉක්මන්.lk) ...",Sri Lanka,
667,WebsiteToolTester.com,https://files.startupranking.com/startup/thumb/19973_aa7b820ab3f28a8ceda767223983a24c9af81bf8_websitetooltester-com_s.png,77481,"They help you create your own beautiful looking website - for your business, online store or personal use.
                         -                                         WebsiteToolTester.com - We review website builders ...",Spain,
668,ProductPlan,https://files.startupranking.com/startup/thumb/26283_0d5997009525edcfc7cbfc2b0733139f0ddb9c8a_productplan_s.jpeg,77480,"ProductPlan provides companies with software to assist with the road-mapping process of product development.
                         -                                         ProductPlan is the easiest way to plan, visualize, ...",United States,
669,Hesab.az,https://files.startupranking.com/startup/thumb/35303_9201ee3ec20ca207907335426c3f7868d870164c_hesab-az_s.png,77471,"Pay online and save your time!
                         -                                         Hesab.az provides payment services to more than 22 ...",Azerbaijan,
670,Chargify,https://files.startupranking.com/startup/thumb/6_1a603335c140d25bfbda2e5a584e63484675b6d3_chargify_s.png,77465,"Chargify is an online service and platform that automates billing for recurring revenue businesses.
                         -                                         Chargify simplifies recurring billing for companie ...",United States,
671,ProofHub,https://files.startupranking.com/startup/thumb/34309_365fcbe3994d4b43c867f116bd6187c5dbae648b_proofhub_s.png,77449,"A complete Project management solution for teams!
                         -                                         Now manage your projects like a pro! With affordab ...",United States,
672,Getaround,https://files.startupranking.com/startup/thumb/7986_a13a2ac236b18d35f6276bac1d7de77d237c3952_getaround_s.png,77448,"Getaround is a mobile application and a peer-to-peer car sharing marketplace that enables car owners to rent out their cars.
                         -                                         Getaround is a trusted community marketplace for p ...",United States,
673,Travelkhana,https://files.startupranking.com/startup/thumb/24561_051c50608f12667788d3536de5a04b3a96493e78_travelkhana_s.png,77435,"Real time marketplace for Indian Railway, offering food delivery in trains. TravelKhana.com allows railway passengers to order food online.
                         -                                         Travelkhana - Food in train across India.

www.tra ...",India,
674,Clip2net,https://files.startupranking.com/startup/thumb/8919_fa97d93668f4950760919d967d20c68df041f5ce_clip2net_s.png,77429,"Clip2net - Share screenshots and files the easiest way.

Screenshot capture and file sharing made ea ...",Russia,
675,HotelScan,https://files.startupranking.com/startup/thumb/5136_12c58690b79bdc84d8b7a84433e9c6db48aec40b_hotelscan_s.jpg,77425,"Hotelscan is a search engine that enables its users to compare and book all types of accommodations.
                         -                                         HotelScan - Search service for keen travelers who  ...",Russia,
676,Influitive,https://files.startupranking.com/startup/thumb/24108_d83b24ac36064dc884db534f8b05c98aacea3e04_influitive_s.png,77424,"The advocate marketing experts. Helping companies discover, nurture and mobilize their advocates.
                         -                                         Influitive helps business-to-business companies ca ...",Canada,
678,WebSosanh,https://files.startupranking.com/startup/thumb/14138_4ced0264afcce7b838a1ca4e6f20fdf1fa09d30b_websosanh_s.png,77416,"Vietnam's price comparison website
                         -                                         WebSosanh - Price comparison service in Vietnam.

 ...",Vietnam,
